310143,VioGrn E puntas grueso2
310151,VioGrn E puntas jumbo
311000,VioGrn E corto
311011,VioGrn E corto Sopa
311021,VioGrn E corto delgado
311022,VioGrn E corto delgado1
311023,VioGrn E corto delgado2
311031,VioGrn E corto medio
311032,VioGrn E corto medio1
311033,VioGrn E corto medio2
311041,VioGrn E corto grueso
311042,VioGrn E corto grueso1
311043,VioGrn E corto grueso2
311051,VioGrn E corto jumbo
312000,VioGrn E medio
312011,VioGrn E medio Sopa
312021,VioGrn E medio delgado
312022,VioGrn E medio delgado1
312023,VioGrn E medio delgado2
312031,VioGrn E medio medio
312032,VioGrn E medio medio1
312033,VioGrn E medio medio2
312041,VioGrn E medio grueso
312042,VioGrn E medio grueso1
312043,VioGrn E medio grueso2
312051,VioGrn E medio jumbo
313000,VioGrn E largo
313011,VioGrn E largo Sopa
313021,VioGrn E largo delgado
313022,VioGrn E largo delgado1
313023,VioGrn E largo delgado2
313031,VioGrn E largo medio
313032,VioGrn E largo medio1
313033,VioGrn E largo medio2
313041,VioGrn E largo grueso
313042,VioGrn E largo grueso1
313043,VioGrn E largo grueso2
313051,VioGrn E largo jumbo
320000,VioGrn 1
320011,VioGrn 1 Sopa
320021,VioGrn 1 delgado
320022,VioGrn 1 delgado1
320023,VioGrn 1 delgado2
320031,VioGrn 1 medio
320032,VioGrn 1 medio1
320033,VioGrn 1 medio2
320041,VioGrn 1 grueso
320042,VioGrn 1 grueso1
320043,VioGrn 1 grueso2
320051,VioGrn 1 jumbo
320100,VioGrn 1 puntas
320111,VioGrn 1 puntas Sopa
320121,VioGrn 1 puntas delgado
320122,VioGrn 1 puntas delgado1
320123,VioGrn 1 puntas delgado2
320131,VioGrn 1 puntas medio
320132,VioGrn 1 puntas medio1
320133,VioGrn 1 puntas medio2
320141,VioGrn 1 puntas grueso
320142,VioGrn 1 puntas grueso1
320143,VioGrn 1 puntas grueso2
320151,VioGrn 1 puntas jumbo
321000,VioGrn 1 corto
321011,VioGrn 1 corto Sopa
321021,VioGrn 1 corto delgado
321022,VioGrn 1 corto delgado1
321023,VioGrn 1 corto delgado2
321031,VioGrn 1 corto medio
321032,VioGrn 1 corto medio1
321033,VioGrn 1 corto medio2
321041,VioGrn 1 corto grueso
321042,VioGrn 1 corto grueso1
321043,VioGrn 1 corto grueso2
321051,VioGrn 1 corto jumbo
322000,VioGrn 1 medio
322011,VioGrn 1 medio Sopa
322021,VioGrn 1 medio delgado
322022,VioGrn 1 medio delgado1
322023,VioGrn 1 medio delgado2
322031,VioGrn 1 medio medio
322032,VioGrn 1 medio medio1
322033,VioGrn 1 medio medio2
322041,VioGrn 1 medio grueso
322042,VioGrn 1 medio grueso1
322043,VioGrn 1 medio grueso2
322051,VioGrn 1 medio jumbo
323000,VioGrn 1 largo
323011,VioGrn 1 largo Sopa
323021,VioGrn 1 largo delgado
323022,VioGrn 1 largo delgado1
323023,VioGrn 1 largo delgado2
323031,VioGrn 1 largo medio
323032,VioGrn 1 largo medio1
323033,VioGrn 1 largo medio2
323041,VioGrn 1 largo grueso
323042,VioGrn 1 largo grueso1
323043,VioGrn 1 largo grueso2
323051,VioGrn 1 largo jumbo
330000,VioGrn 2
330011,VioGrn 2 Sopa
330021,VioGrn 2 delgado
330022,VioGrn 2 delgado1
330023,VioGrn 2 delgado2
330031,VioGrn 2 medio
330032,VioGrn 2 medio1
330033,VioGrn 2 medio2
330041,VioGrn 2 grueso
330042,VioGrn 2 grueso1
330043,VioGrn 2 grueso2
330051,VioGrn 2 jumbo
330100,VioGrn 2 puntas
330111,VioGrn 2 puntas Sopa
330121,VioGrn 2 puntas delgado
330122,VioGrn 2 puntas delgado1
330123,VioGrn 2 puntas delgado2
330131,VioGrn 2 puntas medio
330132,VioGrn 2 puntas medio1
330133,VioGrn 2 puntas medio2
330141,VioGrn 2 puntas grueso
330142,VioGrn 2 puntas grueso1
330143,VioGrn 2 puntas grueso2
330151,VioGrn 2 puntas jumbo
331000,VioGrn 2 corto
331011,VioGrn 2 corto Sopa
331021,VioGrn 2 corto delgado
331022,VioGrn 2 corto delgado1
331023,VioGrn 2 corto delgado2
331031,VioGrn 2 corto medio
331032,VioGrn 2 corto medio1
331033,VioGrn 2 corto medio2
331041,VioGrn 2 corto grueso
331042,VioGrn 2 corto grueso1
331043,VioGrn 2 corto grueso2
331051,VioGrn 2 corto jumbo
332000,VioGrn 2 medio
332011,VioGrn 2 medio Sopa
332021,VioGrn 2 medio delgado
332022,VioGrn 2 medio delgado1
332023,VioGrn 2 medio delgado2
332031,VioGrn 2 medio medio
332032,VioGrn 2 medio medio1
332033,VioGrn 2 medio medio2
332041,VioGrn 2 medio grueso
332042,VioGrn 2 medio grueso1
332043,VioGrn 2 medio grueso2
332051,VioGrn 2 medio jumbo
333000,VioGrn 2 largo
333011,VioGrn 2 largo Sopa
333021,VioGrn 2 largo delgado
333022,VioGrn 2 largo delgado1
333023,VioGrn 2 largo delgado2
333031,VioGrn 2 largo medio
333032,VioGrn 2 largo medio1
333033,VioGrn 2 largo medio2
333041,VioGrn 2 largo grueso
333042,VioGrn 2 largo grueso1
333043,VioGrn 2 largo grueso2
333051,VioGrn 2 largo jumbo
400000,Verde
400011,Verde Sopa
400021,Verde delgado
400022,Verde delgado1
400023,Verde delgado2
400031,Verde medio
400032,Verde medio1
400033,Verde medio2
400041,Verde grueso
400042,Verde grueso1
400043,Verde grueso2
400051,Verde jumbo
400100,Verde puntas
400111,Verde puntas Sopa
400121,Verde puntas delgado
400122,Verde puntas delgado1
400123,Verde puntas delgado2
400131,Verde puntas medio
400132,Verde puntas medio1
400133,Verde puntas medio2
400141,Verde puntas grueso
400142,Verde puntas grueso1
400143,Verde puntas grueso2
400151,Verde puntas jumbo
401000,Verde corto
401011,Verde corto Sopa
401021,Verde corto delgado
401022,Verde corto delgado1
401023,Verde corto delgado2
401031,Verde corto medio
401032,Verde corto medio1
401033,Verde corto medio2
401041,Verde corto grueso
401042,Verde corto grueso1
401043,Verde corto grueso2
401051,Verde corto jumbo
402000,Verde medio
402011,Verde medio Sopa
402021,Verde medio delgado
402022,Verde medio delgado1
402023,Verde medio delgado2
402031,Verde medio medio
402032,Verde medio medio1
402033,Verde medio medio2
402041,Verde medio grueso
402042,Verde medio grueso1
402043,Verde medio grueso2
402051,Verde medio jumbo
403000,Verde largo
403011,Verde largo Sopa
403021,Verde largo delgado
403022,Verde largo delgado1
403023,Verde largo delgado2
403031,Verde largo medio
403032,Verde largo medio1
